ID,Title,Upvotes,Sentiment,Synopsis
I_kwDOObWEYM69mfaB,When use @ to find files,0,👍,"### What happened?  When we use @ to reference a file and pass it to the prompt, if the request is meant to perform a direct action—like deleting the file—the C"
I_kwDOObWEYM69mZOM,nit: the waiting for auth login thing prevents typing on opening the app,0,💻,### What happened?  sometimes i want to open gemini and start typing really fast  ### What did you expect to happen?  the typing doesnt show up or get captured 
I_kwDOObWEYM69mYyG,"[API Error: Unexpected line format in response: ,]",0,🐛,"### What happened?   [API Error: Unexpected line format in response: ,]  ### What did you expect to happen?  got this error  ### Client information  <details>  "
I_kwDOObWEYM69mSBP,Add Codebase Indexing for Enhanced Context and Efficiency,5,👍,### What would you like to be added?  I would like to request the addition of codebase indexing capabilities to Gemini-CLI. This feature would involve the CLI b
I_kwDOObWEYM69mNmA,Please clearly indicate how close I am to my quota. I don’t want to be charged unexpectedly.,0,👍,"### What would you like to be added?  I tested it yesterday, but I couldn’t figure out at all when the billing occurred.    ### Why is this needed?  If ""indicat"
I_kwDOObWEYM69mLqJ,Add a Preference to disable loading .env files,0,👍,"### What would you like to be added?  As the title states, I would like a preference to disable the cli from loading env variables.  <img width=""526"" alt=""Image"
I_kwDOObWEYM69mJwV,Can't context switch when it needs to switch models from rate-limiting,0,👎," ## Describe the bug Given rate limiting begins and Gemini CLI says that it needs to switch to 2.5 flash, When I send a Prompt, Then it just waits and ticks up "
I_kwDOObWEYM69mFh0,⚡ Rate limiting detected. Automatically switching from gemini-2.5-pro to gemini-2.5-flash for    faster responses for the remainder of this session.,0,👍,### What happened?  after a few interaction I kept getting this message without any results  ### What did you expect to happen?  it supposed to continue working
I_kwDOObWEYM69mF0j,Issues analyzing PDFs,0,📝," ## Describe the bug I had analyze two or more PDFs and now, after 2 hours of rest, I am getting "" Rate limiting detected. Automatically switching from gemini-2"
I_kwDOObWEYM69m8dr,`killall node` command terminates gemini-cli itself,0,💻,"### What happened?  When running gemini-cli, it asks whether it can execute the killall node command. If you allow it, the CLI unexpectedly terminates. This hap"
I_kwDOObWEYM69m82X,CONTRIBUTING.md is incorrect; also build on Windows hangs,0,👍,### What happened?  I tried building on Windows. It seems to hang after building gemini-cli-core.  ``` PS C:\Users\dpchi\dev\gemini-cli> npm run build  > @googl
I_kwDOObWEYM69m8-2,Add acess to ollama  and save / continue chats (useful for the daily limits),3,📝,Exactly what  i said up there also save chats 
I_kwDOObWEYM69m4mj,Failed to login,7,🐛,### What happened?  Gemini CLI can't log in; it gets stuck when trying to log in through the browser.  ### What did you expect to happen?  login success  ### Cl
I_kwDOObWEYM69luw9,"Local Telemetry script generates faulty OTEL collector config, preventing traces from appearing in Jaeger.",0,💻,"### What happened?  Hello Gemini Team,  I'm trying to use the local telemetry feature to view traces in Jaeger, but it appears the npm run telemetry script gene"
I_kwDOObWEYM69ln07,Differentiate between Tab and Enter for slash command autocompletion,0,👍,"### What would you like to be added?  Proposed Solution    To provide a more intuitive and standard command-line experience, the behavior of Tab and Enter shoul"
I_kwDOObWEYM69liPo,Auth loops indefinitely when MCP server is misconfigured,2,👎,### What happened?    **TLDR:** The CLI is stuck at auth. Looping forever.  I was on version `0.1.3` and even though I was logged in it got stock at `Waiting fo
I_kwDOObWEYM69lU0P,Option to activate chime when user input is needed,2,👍,"### What would you like to be added?  Sometimes users can let Gemini cli run in the background, especially if it is working on a complicated task that takes som"
I_kwDOObWEYM69lTNN,Gemini CLI Ignore explicit instructions.,0,👍,"### What happened?  Ignores explicit instructions. I will tell it ""Do not write any code just yet. Tell me what is wrong and tell me what your proposed solution"
I_kwDOObWEYM69lPKv,Enhance OAuth Callback Configuration for Docker Compatibility,2,👍,### Summary  Enhance the OAuth functionality to better support running Gemini CLI within Docker containers by making the OAuth callback port and listening addre
I_kwDOObWEYM69lNbz,Unable to process long pdf files,0,💻,"### What happened?  Gemini cli breaks down when asked to process long pdf files. It works just fine with short pdfs, but if you ask to process a long one, such "
I_kwDOObWEYM69lAPK,Unable to load sandbox profile if path contains special characters,0,💻,### What happened?  When running `gemini -s` I get the error:  `ERROR: missing macos seatbelt profile file '/Users/george/Library/Application%20Support/fnm/node
I_kwDOObWEYM69l9vm,Support GitHub Action for Gemini CLI,2,👍,"### What would you like to be added?  I was a small user of Claude Code, but I have become a major user of the [Claude Code GitHub Action](https://docs.anthropi"
I_kwDOObWEYM69l4Hy,session terminate suddenly without any notification.,0,👎," ## Describe the bug after procesing a while, the session terminate suddenly without notification  ## Additional context Add any other context about the problem"
I_kwDOObWEYM69l4AK,gemini cli automatic rate limiting simple request.,0,✨," ## Describe the bug any simple task gets rate limited.  ## Additional context > I want to exclude the contents in the data folder from memory, just the file na"
I_kwDOObWEYM69kyJU,After adding azure-devops-mcp server to gemini-cli settings.json all prompts throw an error,0,🐛,"I'm able to add the azure-devops-mcp server to gemini-cli settings.json config file and I can list the tools made available by the mcp server on gemini-cli, but"
I_kwDOObWEYM69kg-3,Gemini will keep tinking indefinitely,0,📝, ## Describe the bug Gemini is stuck thinking indefinitely and cannot be stopped. Running a new prompt will make it resume its thinking about the previous reque
I_kwDOObWEYM69kcQC,Support Typescript SDK and non-interactive mode cli,0,👍,### What would you like to be added?  Claude Code supports a non-interactive SDK using the `-p` flag (and associated --output-format stream-json). It also suppo
I_kwDOObWEYM69k_Zi,Bug using the commands,0,🐛,### What happened?  When I tried to use Shift + 7 for obtaining this symbol(/) the screen went back a few prompts  ### What did you expect to happen?  I expecte
I_kwDOObWEYM69kW2G,Error Reading Screenshot file with spaces from ~/Desktop folder on Mac,0,🐛,### What happened?  I took a standart Cmd Shift 4 screenshot on a mac and asked gemini to have a look.   ✦ The bug we encountered when trying to open your scree
I_kwDOObWEYM69jxb_,Cancelling a command or task results in multiple parameter mismatch errors for any susbsequent chats,0,🐛,"### What happened?  I cancelled something I didn't want to proceed with, and every attempt to chat thereafter fails with errors. This has happened multiple time"
I_kwDOObWEYM69jvk1,"If an MCP doesn't supply instructions, Gemini CLI refuses to connect to the MCP.",0,💻,"### What happened?  I am developing a MCP server. I omitted instructions in the definition of my MCP, which are [optional per the spec](https://github.com/model"
I_kwDOObWEYM69jt9V,Add Queued Messages,3,👍,"### What would you like to be added?  A new feature: queued messages for Gemini CLI AI agent  ### Why is this needed?  ""So I can brain dump and go away from my "
I_kwDOObWEYM69jsqD,It's just telling jokes...,0,👎," ## Describe the bug I am trying to use the gemini-cli and it just keeps spinning, hitting its limits and switching.    ## Additional context Add any other cont"
I_kwDOObWEYM69jsVI,Error notification when starting cli: 'punycode' is deprecated,1,🐛,### What happened?  Error when starting the cli: ```node (node:49758) [DEP0040] DeprecationWarning: The `punycode` module is deprecated. Please use a userland a
I_kwDOObWEYM69jcNO,"The 'replace' tool misinterprets literal newline characters in the 'old_string' or 'new_string' parameters, leading to syntax errors in the generated code. It seems to treat '\n' as an actual newline instead of the escaped character.",1,🐛,### What happened?  The agent added the following code to a `.go` file: ```go // The Encoder.Encode method adds a newline character to the end of the JSON outpu
I_kwDOObWEYM69jQOd,"Gemini is not respecting .gemini/GEMINI.md, but it is respecting GEMINI.md",0,👍,"## Describe the bug  I want to use ripgrep to search for files in my codebase, instead of the default glob tool. Ripgrep is ridiculously faster than the glob to"
I_kwDOObWEYM69jHdw,Gemini 2.5 pro keeps deleting useful information,2,👍,"### What happened?  When asking Gemini to add new information to docs files, or refactor them a little bit, Gemini gets incredibly overzealous with the amount o"
I_kwDOObWEYM69jHTW,I use https proxy and I get an error first 923 lines hidden,0,🐛,"### What happened?  Error content: first 923 lines hidden ...                                                                  │ │          errno: -60,         "
I_kwDOObWEYM69jGbq,Running multiple folders in the same session (,0,👍,### What would you like to be added?  Running multiple folders in the same session (like Claude Code's /add-dir) When you try to access it via Gemini.md it does
I_kwDOObWEYM69ilbC,MCP servers setting timeout uses unexpected unit,0,💻,### What happened?  Twice now I have copied mcpServers blocks from other tools and had them fail with gemini-cli initially due to timeouts. I realized that gemi
I_kwDOObWEYM69ia_k,[API ERROR: USER LOCATION IS NOT SUPPORTED FOR THE API USE. (STATUS: FAILED_PRECONDITION)],0,🐛,### What happened?  📛 Just tried the new [Gemini CLI](https://github.com/google-gemini/gemini-cli)? Love the terminal-native approach.  Except… [API ERROR: USER
I_kwDOObWEYM69hxhz,"Gemini cli error on typing vietnamese (with app support for typing Vietnamese as Unikey, EVkey,..)",0,🐛,"### What happened?  In window 11, set keyboard layout as English (US), when i turn on Unikey, it had been doubled character you can see in picture. When i type:"
I_kwDOObWEYM69ht5g,Audio input instead of typing,0,👍,### What would you like to be added?  Amazing work.  But I would love to be able to talk with the agent instead of typing all the time.  I use Copilot in VS Cod
I_kwDOObWEYM69hr8O,The run_shell_command tool does not return the output of the ng serve command.,0,📝,### What happened?  Gemini wanted to check for compilation errors by running `ng serve` in my project. It stayed running for more than 200 seconds not capturing
I_kwDOObWEYM69hnPY,Use `ink-divier` package for divider,1,💻,You can use https://github.com/JureSotosek/ink-divider for this  https://github.com/google-gemini/gemini-cli/blob/c55b15f705d083e3dadcfb71494dcb0d6043e6c6/packa
I_kwDOObWEYM69hlO7,Why this package depends itself?,0,💻,"on package.json ```  ""dependencies"": {     ""@google/gemini-cli"": ""^0.1.1""   } ```"
I_kwDOObWEYM69hbLE,Copy Result/Snippet to clipboard,0,👍,"### What would you like to be added?  As the title says, it would be nice to have an option that copies the past result or code snippet to clipboard.  ### Why i"
I_kwDOObWEYM69hUt8,replace tool fails on non-exact string matches (whitespace/newlines),2,🐛,"### What happened?  The default_api.replace tool requires an exact literal match for its old_string parameter. This includes all whitespace characters (spaces, "
I_kwDOObWEYM69hN4s,failed to start through 'npm run start',0,🐛,![Image](https://github.com/user-attachments/assets/ff468d32-ebaf-4b63-8bcf-f08d27b77394) the process paused in 'Build is up-to-date.' forever
I_kwDOObWEYM69hEj2,Error gemini-cli-core,0,🐛, ## Describe the bug A clear and concise description of what the bug is.  Debug Console (ctrl+o to close)                                                       
I_kwDOObWEYM69h8bW,Auth with both GOOGLE and GEMINI keys set fails with unclear error message,0,🐛,"### What happened?  When selecting ""Gemini API Key"" as auth method, I'm getting `API Error: API keys are not supported by this API. Expected OAuth2 access token"
I_kwDOObWEYM69h2Oy,✕ [API Error: Could not load the default credentials. Browse to https://cloud.google.com/docs/authentication/getting-started for more information.],0,🐛,### What happened?  I tried exporting the vars manually in the terminal put them in zshrc put them in the .env file of the current dir. nothing worked not sure 
I_kwDOObWEYM69gwtv,Utilize Gemma,3,👍,### What would you like to be added?  Hi there  I've been looking forward to using Google's CLI for a while (ever since seeing competing technologies of codex a
I_kwDOObWEYM69gqKP,I asked it to make me a video and it exhausted by quota by sending over 7K requests.,0,✨,### What happened?  I installed gemini CLI and asked it to make me a video with the following prompt: `using Veo3 make me a video of a german shepherd running b
I_kwDOObWEYM69gpZY,API Error: `Thinking_config.include_thoughts` when using `gemini -m gemini-2.5-flash-lite-preview-06-17`,0,🐛,"### What happened?  When attempting to use `gemini-2.5-flash-lite-preview-06-17` model, an API error occurs related to `Thinking_config.include_thoughts`.  **St"
I_kwDOObWEYM69gaRg,Add custom SHORTCUT key binding with Documentation,0,👍,"### What would you like to be added?  Currently, most shortcut key bindings in the codebase are hardcoded (shell-terminal-based), which prevents customization a"
I_kwDOObWEYM69g_gm,Permission 'cloudaicompanion.companions.generateChat' denied,0,👍,### What happened?   ╭──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
I_kwDOObWEYM69gVeU,"I can't use the /save function. It doesn’t show the conversation list, and it doesn’t save the conversation.",1,👎, ## Describe the bug A clear and concise description of what the bug is.  ## Additional context Add any other context about the problem here.  ## Diagnostic Inf
I_kwDOObWEYM69gQy0,Shell Command Output with Chinese Characters Displays as Garbage,0,💻,"### What happened?  When running shell commands using gemini-cli, if the command output contains Chinese characters, the output appears garbled or corrupted due"
I_kwDOObWEYM69gM74,random api errors,10,🐛,"### What happened?  hi, i often get random API errors like `✕ [API Error: request to https://cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=ss"
I_kwDOObWEYM69gBC7,feat(cli): Add `/status` command for configuration and connectivity check,1,👍,### What would you like to be added?    I propose adding a new slash command: /status.     This command would provide a quick summary of the current configurati
I_kwDOObWEYM69g17J,Enable read_file tool to convert PDF etc. to mark-down/text,0,👍,### What would you like to be added?  It would be very convenient to make PDFs in a folder queriable for their content by enabling the read_file tool to convert
I_kwDOObWEYM69g0qS,not working in my mac,0,👍,"### What happened?  <img width=""669"" alt=""Image"" src=""https://github.com/user-attachments/assets/c2f99b13-bac1-4f4d-8fd0-35fb168951de"" />  when ever i am trying"
I_kwDOObWEYM69fycL,CLI Does Not Detect App Crash on Emulator,0,👎,"When the app is built and run on the emulator, it crashes but the CLI does not detect the crash and keeps running as if the app is still active. ## Describe the"
I_kwDOObWEYM69frHR,Prompt mode cannot invoke operations like mkdir,0,💻,"### What happened?  Running `gemini -p ""Create directory called abc"" resulted in:  ``` (node:265237) [DEP0040] DeprecationWarning: The `punycode` module is depr"
I_kwDOObWEYM69fhjf,Gemini truncates file when appending EOF,0,💻,"### What happened?  <img width=""788"" alt=""Image"" src=""https://github.com/user-attachments/assets/c5a57329-0cd6-46f7-a214-58b734a02ea6"" />  <img width=""646"" alt="
I_kwDOObWEYM69fgmi,How can we configure a custom editor?,1,👍,I would like to configure /edit to use [void](https://voideditor.com/)
I_kwDOObWEYM69fdAI,Resources exhausted after first prompt without any resources used...,0,💻,### What happened?  I believe this image tell all:  ![Image](https://github.com/user-attachments/assets/261e203d-03cf-4087-a6cf-a327ea46ec6d)  ### What did you 
I_kwDOObWEYM69fcXk,Rate limiting detected with just one message,3,💻,"### What happened?  After my first message I got this message , also AI think for more than 1000s  "" Rate limiting detected. Automatically switching from gemini"
I_kwDOObWEYM69fbhy,Subscription model,0,👍,"Are there any plans to support a subscription model like Claude Code's CLI does, or will this always be an API Key (pay-per-request) application?"
I_kwDOObWEYM69fWuc,Stateful shell mode,0,👍,### What would you like to be added?  I'd like an ability to run shell in stateful mode. Currently only stateless mode is available.  ### Why is this needed?  A
I_kwDOObWEYM69fTID,emoji support,0,💻,### What happened?  when trying to paste a path -- ex: _b00t_/docker.🐳/Dockerfile the emoji is stripped.  I will do a bit more triage.   ### What did you expect
I_kwDOObWEYM69fKgh,Have an allowedTools for non-interactive mode,2,👍,"### What would you like to be added?  From what I can tell the non-interactive (`-p`) mode has two options, allow yolo mode all commands/tools are executable or"
I_kwDOObWEYM69f8EH,git checkout without permission,0,📝,"### What happened?  Not sure if that should be marked as a bug or a feature, or the way how it should be used.  I was trying it out combining manual changes in "
I_kwDOObWEYM69f24P,Cannot click inside terminal windows for NextJS,0,💻,"### What happened?  When making a nextjs project, it asks the user if we want to use TurboPack, and I cant clcik inside the terminal to say yes.  ### What did y"
I_kwDOObWEYM69eviy,Gemini-Cli does not know its own commands,0,👍,"### What happened?  I asked Gemini-Cli if it was possible to save our conversation so I can reference it later. It said no.  > > Ah, this is a huge problem. Cha"
I_kwDOObWEYM69evBd,Please add ability to paste images into cli without dragging,0,👍,### What would you like to be added?  This cli is still missing many things available in Claude Code.   When pasting a lot of text it would be nice if the text 
I_kwDOObWEYM69etQz,"Using ""@"" to add context file I see confirmation receiving absolute path , but during exec file/folder reference agent use relation path",0,💻,### What happened?  Environment UBUNTU 24 LTS npm latest LTS 1 auth  2  provide link @/home/user/node/local-network/README.md 3 for example ask summarize  and a
I_kwDOObWEYM69etAz,Error on resuming chat,0,🐛,### What happened?  1. We save the chat and close the Gemini CLI. 2. Reopen the Gemini CLI later and press chat resume. 3. It started loading and running all th
I_kwDOObWEYM69esdF,"Avast Norton AVG detect ""IDP.HELU.PSE46 command line detection"" #malware #threat #antivirus",0,💻,"### What happened?  Installed, logged in and typed a single char, and immediately got flagged by Avast One (Gold).  ![Image](https://github.com/user-attachments"
I_kwDOObWEYM69epE9,"It switches to Flash due to rate limit, but gets stuck",2,👍,"### What happened?  Gemini CLI keeps switching from gemini-2.5-pro to gemini-2.5-flash due to “rate limiting,” even after just a few requests.  After the switch"
I_kwDOObWEYM69enYa,Provide instructions to completely delete/uninstall Gemini CLI,0,📝,Please provide a step-by-step guide to delete/uninstall Gemini CLI from the PC. Thanks
I_kwDOObWEYM69eiUB,always keep me on the login process,2,💻,"### What happened?  <img width=""911"" alt=""Image"" src=""https://github.com/user-attachments/assets/0c8a193d-2f4a-404f-a382-08fdb8f44e2c"" />  ### What did you expe"
I_kwDOObWEYM69eh-i,Commands executions hang,0,💻,"### What happened?  when gemini is trying to run some commands, it hangs ie: dotnet build, bun run build, etc..  ### What did you expect to happen?  the command"
I_kwDOObWEYM69egj9,Minor typo in the help text for Keyboard Shortcuts,0,💻,"### What happened?  `Alt+Left/Right - Jump through words in the input `  The help text says `Alt+Left/Right - Jump through words in the input`, but in reality, "
I_kwDOObWEYM69eQE7,Issue when creating new lines,2,💻,### What happened?  Whenever I create a new line it will keep the `\` for example:  ``` > Hey\ Whats up ```  ### What did you expect to happen?  I expected it t
I_kwDOObWEYM69eCzR,Add Vim keybindings for prompt navigation and editing,4,👍,"### What would you like to be added?  An optional Vim-like mode for the navigating in the prompt input field.  When enabled, users could press `Esc` to enter No"
I_kwDOObWEYM69dqGl,🔥🔥🔥中文视频教程,0,📝,🔥🔥🔥中文视频教程： 1️⃣ https://youtu.be/v41xKxZmygU 2️⃣ https://www.bilibili.com/video/BV13zKozyEKC/ 
I_kwDOObWEYM69dpRO,Getting stuck on `npm run dev`,1,💻,"I just started trying to use Gemini CLI to build a Next.js application. Every now and again, unless I specifically prompt it not to (and even then it still some"
I_kwDOObWEYM69dgC8,Rate Limit Exceeded,9,👍,Getting this message very randomly:   Rate Limit Exceeded  You've hit the API rate limit. This is likely due to free tier limits.  You can read about the tier l
I_kwDOObWEYM69dfda,"Feature request: When Gemini edits a file, suggest feedback",0,✨,"### What would you like to be added?  When Gemini uses the Edit command, it shows the diff it wants to make, and asks:  > Allow this change? > - Yes, allow once"
I_kwDOObWEYM69derK,Error: Could not discover project ID. Make sure you're authenticated with 'gemini auth'.,1,🐛,Getting this randomly.   It works for sometime then starts acting up.   
I_kwDOObWEYM69dbc7,Official documentation should be standardized,2,📝,"Regarding workspace account verification account ID, the official documentation only gives solutions for macOS and Linux, but not for Windows."
I_kwDOObWEYM69dMJz,Kuki Designed group specializes,0,👍,### What would you like to be added?  The launch of spacecraft from Earth to space represents a pivotal achievement in human exploration and technological advan
I_kwDOObWEYM69dKaR,Bug Report: Confusing and Fragmented Authentication Flow for New CLI Users on Google Workspace,14,🐛,"### What happened?  Description:  When setting up the Gemini CLI for the first time with a Google Workspace account, the authentication and authorization proces"
I_kwDOObWEYM69dKCp,Should reply in the same language as the question,4,❓,### What would you like to be added?  Gemini should reply in the same language as the question just like Claude Code does.  ### Why is this needed?  People may 
I_kwDOObWEYM69dFIx,Improve fuzzy search for the @ filename select,2,👍,"### What would you like to be added?  Right now @ can't find files if I don't specify the prefix of the file exactly, use fuzzy search instead    ### Why is thi"
I_kwDOObWEYM69dEJ0,rate limit -,1,👎, ## Describe the bug Gemini says I have reached the limit and so I have to switch to gemini flash. I just asked him to fix a small problem (which he didn't solv
I_kwDOObWEYM69dEFy,Add a consolidated pricing doc,1,👍,### What would you like to be added?  The privacy / terms doc is great: https://github.com/google-gemini/gemini-cli/blob/main/docs/tos-privacy.md  We should put
I_kwDOObWEYM69dC6h,"feat(Docs) : Enhance example commands with context, outputs, and timing in README",0,👍,### What would you like to be added?  - Expand the example command sections in the Gemini CLI documentation (README and/or official docs) to include: - Brief co
I_kwDOObWEYM69d6mD,Gemini CLI Geometry Logic Stalls and Quota Error on /compress Command,0,🐛," ## Describe the bug On my first real run with the Gemini CLI (beyond a simple settings menu), I asked it to persist and restore my Tkinter dialog windows’ size"
I_kwDOObWEYM69cqoa,not being prompted to login via Google nor is it 'seeing' my GEMINI_API_KEY in path on win11 too many requests 429,0,✨,### What happened?  error saying that i have too many requests 429 not being prompted to login via Google nor is it 'seeing' my GEMINI_API_KEY in path on win11 
I_kwDOObWEYM69cowg,feat(cli): add shell autocompletion support for bash/zsh/fish via oclif,1,👍,"### What would you like to be added?  To add shell autocompletion support for bash, zsh, and fish in the Gemini CLI to improve command discoverability, producti"
I_kwDOObWEYM69cafS,"🐛 Model Switch Madness: Gemini Pro Auto-Downgrades After Short Use — No Warning, No Mercy 😅",0,👍,"  ### Unexpected Auto-Switch from Gemini 2.5 Pro to Flash  #### What happened?  After a period of usage, the model automatically switched from **Gemini 2.5 Pro*"
I_kwDOObWEYM69c_vz,Broken auth for Google workspace users (neither API key nor Project ID works) in this version,0,📝,"### What happened?  Login via google workspace worked in previous version, after latest update this option does not work anymore.   ### What did you expect to h"
I_kwDOObWEYM69cXo9,Erro on execute and action in the terminal,0,👍,### What happened?   ✕ [API Error: Cannot convert argument to a ByteString because the character at index 39 has    a value of 8721 which is greater than 255.] 
I_kwDOObWEYM69cXPX,support thinking or not config,0,👍,"### What would you like to be added?  better to have one thinking config,to let us have choice whether using model thinking or not.  ### Why is this needed?  th"
I_kwDOObWEYM69cWrA,"""status"":""Too Many Requests""",6,✨,"### What happened?   Please wait and try again later. To increase your limits, request a quota increase through AI Studio, or switch to another /auth method  ##"
I_kwDOObWEYM69cT1z,Rate-limit autoswitch bug,3,🐛, ## Describe the bug ℹ ⚡ Rate limiting detected. Automatically switching from gemini-2.5-pro to gemini-2.5-flash for faster responses for the remainder of this 
I_kwDOObWEYM69cS_p,[Feature Request] Ability to change models,5,✨,### What would you like to be added?  I am switch models in a session. Can we do use like `/model`?  ### Why is this needed?  Use case: User would use `gemini-2
I_kwDOObWEYM69cRSo,Home and End keys doesn't work,9,👍,### What would you like to be added?  Suport Home and End keys to quickly move in the query.  ### Why is this needed?  Speed  ### Additional context  _No respon
I_kwDOObWEYM69cNZ1,Running commands in cmd.exe shell has escaping issues,1,💻,"### What happened?  On Windows, with a cmd.exe shell, arguments are not properly escaped on tool use. For example, a very simple git commit tool run:  ![Image]("
I_kwDOObWEYM69cLgc,Authentication required on every new session or Directory change,0,👍,"### What happened?  The issue is that whenever I change directories or start a new terminal session, the `gemini` CLI prompts me to log in again. Even after a s"
I_kwDOObWEYM69cKTe,Throwing error when pasting code starting with /,0,🐛,### What happened?  e.g- Pasted this code to gemini-  /usr/bin/python3.11 /home/user1/folder/app.py    Werkzeug appears to be used in a production deployment. C
I_kwDOObWEYM69cJ1d,Gemini stuck in Waiting for auth loop,0,💻,"### What happened?  Waiting for auth timed out, eventually asked to select auth method, now I cannot exit Gemini since Ctrl-C and Ctrl-Z are ignored. I need to "
I_kwDOObWEYM69cEPF,Persistent Auth Session,3,💻,### What happened?  I need to log in every time I start the Gemini CLI command and select my Google account. Is there a way to maintain a persistent login for a
I_kwDOObWEYM69c9LQ,why the Gemini-2.5-pro here is much poor than Gemini-2.5-pro in cursor,0,📝,I Think Gemini-2.5-pro in Gemini-CLI has a high level of hallucination and basically doesn't think. 
I_kwDOObWEYM69c-nW,Invisible Prompt and Cursor in Gemini CLI on macOS,4,👎,"### What happened?  Invisible prompt ('>') and cursor in Gemini CLI on macOS, despite working readline and output  ### What did you expect to happen?  To see th"
I_kwDOObWEYM69bzf5,Ctrl+T does not toggle and keeps appending to terminal output,0,👍,"### What happened?  The Ctrl+T shortcut, which appears to be for displaying MCP server details, is described as toggling between view states, but in reality, it"
I_kwDOObWEYM69byer,File operation on Windows is poor,1,👍,### What would you like to be added?  The file operation ability (on Windows) of Gemini CLI should be improved.  I requested a simple to change the file names f
I_kwDOObWEYM69bpuV,Feature: Clear visibility into current data policy,0,✨," ## Describe the bug The authentication story is a bit complex, so I am not sure completely whether I am logged in with my Cloud account or Workspace account. W"
I_kwDOObWEYM69boXS,"Add a feature to show the usage limit is approach, exceeded and when to reset.",1,✨,"### What would you like to be added?  Pls consider to add a feature to show the usage limit is approach, exceeded and when to reset.  This message is not enough"
I_kwDOObWEYM69bo4j,Error log insufficient to debug MCP server failure,0,🐛,### What happened?  I'm attempting to develop a Dart MCP server using https://github.com/dart-lang/ai/blob/main/pkgs/dart_mcp/example/simple_client.dart as a st
I_kwDOObWEYM69bawB,"When installing from Codespace, unable to authenticate",1,💻,"### What happened?  When installing within a Codespace it fails to authenticate, because the authentication is trying access via the localhost and the port is n"
I_kwDOObWEYM69b_BF,Very slow response,1,👍,### What happened?  Very slow response with and without the api key. we could already use vscode we thing it would be a bit better but alas  ### What did you ex
I_kwDOObWEYM69bRe9,Path not found issue.,0,💻,### What happened?  The tools fails find the path or directory.  ### What did you expect to happen?  It would be helpful if the tool: - Could check environment 
I_kwDOObWEYM69bPx9,Native Markdown-Agent Runtime for Gemini CLI,1,💻,# Native **Markdown-Agent Runtime** for **Gemini CLI**   *(Achieve with first-class support what I can only do via a “Claude Code hack” today)*  ## Background  
I_kwDOObWEYM69bJbL,"I use ""Gemini Code Assist"" in Vscode plugin, browser see auth success but for vscode no working",0,💻,"### What happened?  I logged in to the plugin (Google Email) through VSCode, and it showed that it was usable, but it still couldn't be used.  I is person accou"
I_kwDOObWEYM69bHpS,Failed to login,6,🐛,### What happened?  Select Auth Method                                                                                       │ │ ● Login with Google            
I_kwDOObWEYM69bFcm,Inputs are not visible,0,💻,### What happened?  I cannot see my entries immediately after starting. They only appear after pressing the Enter key.  The tips are visible. The cursor and the
I_kwDOObWEYM69b7Kt,"After doing some processing with gemini 2.5 pro, it switches to the flash version, which is very unsuccessful.",5,💻,### What happened?  It is switching from Gemini 2.5 Pro version to self-flash version and ruining the flash project. There is no option to change the model eith
I_kwDOObWEYM69b786,Unable to invoke the gpg program to sign git commits,1,💻,"### What happened?  Steps to reproduce:  1. Configure git to use `commit.gpgsign=true` 2. Start gemini-cli 3. Modify any file, use git commit -m 'xxxx' to commi"
I_kwDOObWEYM69b6nx,respect XDG specs,11,👍,"### What would you like to be added?  hello  would be nice to have XDG_CONFIG_DIR for example support, for settings.json, and either put everything there, or ev"
I_kwDOObWEYM69b12f,infinite calculation,3,📝,"Hi all, all of a sudden gemini CLI got stuck on the response calculation (lasted more than 5 minutes). I restarted the conversation, writing a trivial “Hello” t"
I_kwDOObWEYM69b0cx,The /editor command does nothing on a Mac,0,📝,"Using the /editor command and then selecting an editor and then hitting Enter does nothing. Even when you select an editor, the text on the far right says ""none"
I_kwDOObWEYM69b-oM,Please keep a chat log between CLI sessions,0,👍,"### What would you like to be added?  Here's an aggravating experience I just had:  1. Open the CLI 2. Auth using a .env in my directory with a VERTEX key, proj"
I_kwDOObWEYM69b-6u,"Gemini CLI crashes on startup: RangeError due to absolute path ""/"" passed to ignore.ignores()",0,🐛,"When running `npx @google/gemini-cli` inside our mono-repo (`udaan-logistics`), Gemini CLI crashes immediately:  ``` RangeError: path should be a ’path.relative"
I_kwDOObWEYM69avU6,Context messed up after switching auth,0,👍,"### What happened?  1. hit slow response times, was told to /auth to switch to api key 2. did /auth and switched to api key 3. when agent resumed, it started do"
I_kwDOObWEYM69arIe,Apply RTL for Arabic,0,📝,"### What happened?  Hello , its would be nice if RTL can be apply for Arabic in terminal. Thanks  ### What did you expect to happen?  RTL  ### Client informatio"
I_kwDOObWEYM69ar3v,"After 2.5 Pro has been limitied ,the agent auto switched to 2.5 Flash,And It does not work anymore",0,👎," ## Describe the bug After 2.5 Pro had been limitied ,the agent auto switched to 2.5 Flash,And It does not work anymore  ## Additional context Add any other con"
I_kwDOObWEYM69akWx,ReadFile and WriteFile fail when the directory contains an ending whitespace,0,🐛,"### What happened?  I accidentally created a folder with a name ending with a space (example: ""my-folder ""). When I use gemini client inside this folder, the Re"
